,brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,graphics_coprocessor,rating,price,wifi & bluetooth,backlit keyboard,anti-glare,fingerprint,hd audio
460,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
461,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
462,Dell,Latitude5440,15.6,Unknown,512.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Integrated,,1552.3,0,1,1,0,0
463,Dell,Latitude,14.0,Black,512.0,Intel Core i5,8.0,Windows 10 Pro,Integrated,Unknown,4.0,350.0,0,0,0,0,0
465,Dell,Latitude5430,14.0,Unknown,1000.0,Ryzen 7,16.0,Windows 11 Pro,Integrated,Integrated,5.0,595.97,0,1,0,1,0
466,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,16.0,Windows 11,Integrated,Integrated,,849.99,0,0,0,0,0
468,Lenovo,Ideapad,15.6,Unknown,256.0,Intel Core i3,4.0,Windows 11,Integrated,Integrated,5.0,299.99,0,0,0,0,0
469,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
470,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
471,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
476,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
477,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
480,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
481,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
485,Lenovo,Thinkpad,15.6,Black,256.0,Intel Core i5,8.0,Windows 10 Pro,Dedicated,Unknown,4.0,799.0,0,0,0,1,0
486,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
487,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
488,HP,Unknown,15.6,Unknown,1000.0,Unknown,20.0,Unknown,Unknown,Unknown,5.0,949.31,0,1,0,0,0
489,Lenovo,Thinkpad,14.0,Black,512.0,Intel Core i7,16.0,Windows 10 Pro,Integrated,Unknown,3.6,1270.77,0,0,1,1,0
492,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
493,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
495,Lenovo,Thinkpad,14.0,Black,256.0,Intel Core i5,8.0,Windows 10 Pro,Integrated,Unknown,3.7,883.58,0,0,0,0,0
498,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
499,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
501,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
502,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
503,MSI,Unknown,15.6,Unknown,1000.0,Unknown,32.0,Unknown,Unknown,Unknown,3.9,1149.99,0,0,0,0,0
507,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
508,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
509,Dell,Inspiron,15.6,Black,512.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,3.4,602.0,0,0,0,0,0
511,Apple,Unknown,15.6,Unknown,1000.0,Unknown,64.0,Mac OS,Integrated,Unknown,,3699.0,0,0,0,0,0
514,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
515,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
516,ROKC,Unknown,14.0,Silver,1000.0,Intel Core i3,20.0,Windows 11,Integrated,Integrated,,409.99,0,0,0,0,0
520,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
521,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
523,Dell,Latitude5440,14.0,Unknown,1000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Integrated,,1670.17,0,0,1,0,0
524,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
525,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
529,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
530,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
531,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
533,Dell,Latitude9000,14.0,Gray,256.0,Intel Core i7,16.0,Windows 10 Pro,Dedicated,Unknown,,1900.08,0,0,1,0,0
536,Acer,Unknown,15.6,Black,512.0,Intel Core i7,16.0,Windows 11,Integrated,Integrated,3.0,714.99,0,0,0,0,0
538,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
539,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
540,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
544,Dell,Latitude5430,14.0,Unknown,512.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Integrated,3.8,499.99,0,0,1,0,0
545,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
546,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
550,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
551,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
553,Dell,Latitude5000,14.0,Gray,256.0,Intel Core i5,16.0,Windows 10 Pro,Dedicated,Integrated,5.0,1377.76,0,0,0,0,0
554,Dell,XPS9520,15.6,Silver,1000.0,Intel Core i9,32.0,Windows 11 Pro,Integrated,Mid-range GPU,,1948.99,0,0,0,0,0
555,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
556,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
558,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
559,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
562,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
563,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
566,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
567,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
571,HP,Pavilion,17.3,Unknown,1000.0,Intel Core i3,32.0,Windows 10,Integrated,Integrated,2.0,729.99,0,0,1,0,0
574,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
575,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
576,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
577,Lenovo,Ideapad,15.6,Brown,512.0,Intel Core i3,12.0,Windows 11,Integrated,Integrated,4.4,478.88,0,0,0,0,0
582,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
583,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
584,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
589,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
590,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
592,Dell,Latitude7320Detachable2-in-1,13.0,Black,1000.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Unknown,5.0,1150.99,1,0,0,0,0
593,Dell,Latitude7000,14.0,Gray,512.0,Intel Core i7,16.0,Windows 10 Pro,Dedicated,Unknown,,999.99,0,0,1,0,0
594,HP,Unknown,15.6,Unknown,512.0,AMD R Series,16.0,Windows 7,Integrated,Integrated,4.5,709.99,0,1,0,0,0
596,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
597,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
601,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
602,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
609,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
610,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
611,Dell,Latitude3520,15.6,Black,2000.0,Intel Core i7,64.0,Windows 10 Pro,Integrated,Integrated,,1247.21,0,0,0,0,0
613,Dell,Unknown,15.6,Unknown,1000.0,Ryzen 7,8.0,Unknown,Dedicated,Unknown,4.3,980.0,0,1,0,0,0
618,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
619,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
620,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
625,Lenovo,Chromebook,11.6,Blue,32.0,Celeron,4.0,Chrome OS,Integrated,Integrated,3.9,203.77,0,0,0,0,0
626,Lenovo,Unknown,14.0,Unknown,1000.0,Unknown,8.0,Windows 11 Pro,Integrated,Unknown,,909.99,0,0,0,0,0
627,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
628,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
629,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
630,Acer,Chromebook,11.6,Silver,32.0,MediaTek MT8183,32.0,Chrome OS,Integrated,Unknown,4.1,204.95,0,0,0,0,1
631,Dell,Latitude5000,13.3,Gray,1024.0,Intel Core i7,16.0,Windows 10 Pro,Dedicated,Unknown,3.9,1163.21,0,0,1,0,0
632,Dell,Latitude,15.6,Unknown,256.0,Intel Core i7,8.0,Windows 11 Pro,Integrated,Integrated,,901.85,0,0,1,0,0
634,HP,Unknown,15.6,Unknown,512.0,Intel Core i7,16.0,Windows 10 Pro,Integrated,Unknown,,2499.0,0,0,0,0,0
636,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
637,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
640,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
641,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
647,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
648,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
650,Asus,Unknown,14.0,Gold,320.0,Celeron,4.0,Windows 11,Integrated,Integrated,4.3,324.37,0,0,0,0,0
651,Dell,XPS9510,15.6,Silver,1000.0,Intel Core i9,64.0,Windows 11 Pro,Dedicated,Unknown,,2929.35,1,0,0,0,0
654,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
655,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
658,Dell,Inspiron,15.6,Unknown,2000.0,Intel Core i5,8.0,Windows 10,Integrated,Integrated,3.5,356.99,0,0,0,0,0
659,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
660,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
662,Dell,Latitude5000,14.0,Gray,512.0,Intel Core i5,16.0,Windows 10 Pro,Dedicated,Unknown,5.0,2312.24,0,0,1,0,0
663,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
664,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
665,Lenovo,Unknown,14.0,Unknown,512.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,5.0,499.99,0,0,1,1,0
666,Dell,Latitude5440,14.0,Unknown,1000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Integrated,,1670.17,0,1,1,0,0
668,Dell,Latitude5000,14.0,Gray,256.0,Intel Core i5,16.0,Windows 10 Pro,Dedicated,Unknown,5.0,876.02,0,0,1,0,0
669,Dell,Latitude,15.6,Black,1000.0,Unknown,16.0,Windows 10 Pro,Dedicated,Low-end GPU,3.4,1588.99,0,0,0,0,0
670,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
671,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
675,Acer,Unknown,15.6,Unknown,1000.0,Unknown,4.0,Windows 11 Pro,Integrated,Integrated,,341.45,0,0,0,0,0
676,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
677,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
678,Dell,Unknown,11.6,Unknown,1000.0,Celeron,4.0,Chrome OS,Integrated,Integrated,,229.99,0,0,0,0,0
681,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
682,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
688,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
689,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
690,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
691,Lenovo,Unknown,15.6,Unknown,1000.0,Unknown,8.0,Unknown,Dedicated,Unknown,4.8,690.0,0,1,0,0,0
692,Dell,Latitude5530,15.6,Unknown,512.0,Intel Core i7,32.0,Windows 11 Pro,Unknown,Integrated,,1488.95,0,0,1,0,0
694,HP,Chromebook,14.0,White,32.0,Celeron,4.0,Chrome OS,Integrated,Unknown,4.4,297.0,0,0,0,0,0
695,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
696,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
697,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
700,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
701,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
702,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
703,Dell,Latitude7000,14.0,Black,256.0,Intel Core i5,16.0,Windows 10 Pro,Dedicated,Unknown,,917.24,0,0,1,0,0
707,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
708,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
709,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
713,Lenovo,Thinkpad,14.0,Black,1000.0,Intel Core i7,16.0,Windows 10 Pro,Unknown,Unknown,4.3,1599.0,0,0,0,0,0
714,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
715,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
717,MSI,Unknown,15.6,Unknown,1000.0,Unknown,64.0,Unknown,Unknown,Unknown,5.0,1289.99,0,0,0,0,0
722,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
723,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
724,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
728,Acer,Unknown,15.6,Unknown,1000.0,Unknown,16.0,Windows,Dedicated,Mid-range GPU,,1249.98,0,0,0,0,0
729,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
730,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
731,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
733,Dell,Latitude,15.6,Black,2000.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,Integrated,5.0,1125.0,0,0,0,0,0
734,Dell,Latitude7320Detachable2-in-1,13.0,Black,256.0,Intel Core i5,8.0,Windows 11 Pro,Integrated,Unknown,1.0,749.99,1,0,0,0,0
736,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
737,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
739,Dell,Inspiron,13.3,Gray,256.0,Unknown,8.0,Windows 10,Integrated,Unknown,3.7,598.99,0,1,0,0,0
744,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
745,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
746,Dell,Latitude7320Detachable2-in-1,13.0,Black,1000.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,899.74,1,0,0,0,0
747,Dell,Precision7770,17.0,Unknown,512.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,High-end GPU,,3345.99,0,0,1,0,0
748,Lenovo,Chromebook,14.0,Gray,32.0,Unknown,4.0,Chrome OS,Integrated,Integrated,4.1,289.0,0,1,0,0,0
749,Dell,Latitude7440,14.0,Unknown,512.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Integrated,,1535.99,0,0,1,0,0
751,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
752,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
753,HP,Unknown,11.6,Unknown,1000.0,Celeron,4.0,Chrome OS,Integrated,Unknown,3.9,154.89,0,0,0,0,0
756,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
757,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
759,Lenovo,Unknown,16.0,Unknown,1000.0,Unknown,16.0,Windows 11 Pro,Integrated,Integrated,,1488.64,0,0,1,0,0
764,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
765,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
766,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
768,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
769,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
775,Dell,Precision3000,14.0,Unknown,512.0,Intel Core i7,16.0,Windows 10,Dedicated,Integrated,,1910.62,0,0,1,0,0
776,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
777,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
778,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
783,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
784,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
785,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
787,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
788,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
792,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
793,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
795,Dell,Latitude,15.6,Unknown,2000.0,Intel Core i5,32.0,Windows 10 Pro,Integrated,Integrated,5.0,1481.86,0,0,0,0,0
796,Dell,Inspiron,14.0,Silver,2000.0,Intel Core i7,64.0,Windows 11,Integrated,Integrated,5.0,993.23,0,0,0,0,0
798,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
799,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
803,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
804,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
807,Dell,Latitude5000,14.0,Gray,256.0,Intel Core i5,8.0,Windows 10 Pro,Dedicated,Unknown,,726.07,0,0,1,0,0
810,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
811,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
812,Dell,Latitude,14.0,Unknown,320.0,Intel Core i3,2.0,Windows 7,Integrated,Integrated,3.0,99.99,0,0,0,0,0
814,Dell,Precision3000,15.6,Unknown,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Low-end GPU,,1910.11,0,0,1,0,0
818,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
819,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
